Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
AIXI,XIAO-I Corporation American Depositary Shares,47550872,China,2023,123063,Technology,Computer Software: Prepackaged Software
AIZ,Assurant Inc. Common Stock,8390508766,United States,2004,521068,Finance,Property-Casualty Insurers
AIZN,Assurant Inc. 5.25% Subordinated Notes due 2061,1083904013,United States,2020,10053,Finance,Property-Casualty Insurers
AJG,Arthur J. Gallagher & Co. Common Stock,57801990000,United States,,722227,Finance,Specialty Insurers
AJX,Great Ajax Corp. Common Stock,131659359,United States,2015,42067,Real Estate,Real Estate Investment Trusts
AKA,a.k.a. Brands Holding Corp. Common Stock,164507610,,2021,3393,Consumer Discretionary,Catalog/Specialty Distribution
AKAM,Akamai Technologies Inc. Common Stock,14156299971,United States,1999,1853530,Consumer Discretionary,Business Services
AKAN,Akanda Corp. Common Shares,4350861,United Kingdom,2022,59992,Health Care, Medicinal Chemicals and Botanical Products 
AKBA,Akebia Therapeutics Inc. Common Stock,198697366,United States,2014,2355494,Health Care,Biotechnology: Pharmaceutical Preparations
AKO/A,Embotelladora Andina S.A.,,Chile,,212,,
AKO/B,Embotelladora Andina S.A.,,Chile,,9160,,
AKR,Acadia Realty Trust Common Stock,1903698085,United States,,829630,Real Estate,Real Estate Investment Trusts
AKRO,Akero Therapeutics Inc. Common Stock,1534460845,United States,2019,623296,Health Care,Biotechnology: Pharmaceutical Preparations
AKTS,Akoustis Technologies Inc. Common Stock,13419022,United States,,3762968,Utilities,Telecommunications Equipment
AKTX,Akari Therapeutics plc ADS,22820244,United Kingdom,,5717,Health Care,Biotechnology: Pharmaceutical Preparations
AKYA,Akoya BioSciences Inc. Common Stock,103217256,United States,2021,169419,Industrials,Biotechnology: Laboratory Analytical Instruments
AL,Air Lease Corporation Class A Common Stock,5305500108,United States,2011,650220,Consumer Discretionary,Diversified Commercial Services
AL^A,Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,,United States,,14036,,
ALAB,Astera Labs Inc. Common Stock,9172363642,United States,2024,1399671,Technology,Semiconductors
ALAR,Alarum Technologies Ltd. American Depositary Share,266836568,Israel,2018,271184,Technology,Computer Software: Prepackaged Software
ALB,Albemarle Corporation Common Stock,11652848948,United States,,2193675,Industrials,Major Chemicals
ALB^A,Albemarle Corporation Depositary Shares each representing a 1/20th of 7.25% Series A Mandatory Convertible Preferred Stock,,United States,,716179,,
ALBT,Avalon GloboCare Corp. Common Stock,5663312,United States,,50274,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALC,Alcon Inc. Ordinary Shares,44748135000,Switzerland,2019,611986,Health Care,Ophthalmic Goods
ALCE,Alternus Clean Energy Inc. Class A Common Stock,29945833,United States,2022,20758,Utilities,Power Generation
ALCO,Alico Inc. Common Stock,193273090,United States,,39635,,
ALCY,Alchemy Investments Acquisition Corp 1 Class A Ordinary Shares,0,United States,2023,4243,Finance,Blank Checks
ALDX,Aldeyra Therapeutics Inc. Common Stock,196661959,United States,2014,240083,Health Care,Biotechnology: Pharmaceutical Preparations
ALE,Allete Inc.,3596632724,United States,,354281,Utilities,Power Generation
ALEC,Alector Inc. Common Stock,444332831,United States,2019,423125,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,1228259127,United States,,263269,Real Estate,Real Estate Investment Trusts
ALFUU,Centurion Acquisition Corp. Unit,0,United States,2024,691962,,
ALG,Alamo Group Inc. Common Stock,2006772719,United States,,47036,Industrials,Industrial Machinery/Components
ALGM,Allegro MicroSystems Inc. Common Stock,6083691282,United States,2020,866505,Technology,Semiconductors
ALGN,Align Technology Inc. Common Stock,18740623162,United States,2001,622516,Health Care,Industrial Specialties
ALGS,Aligos Therapeutics Inc. Common Stock,32181290,United States,2020,587431,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALGT,Allegiant Travel Company Common Stock,830662859,United States,2006,772668,Consumer Discretionary,Air Freight/Delivery Services
ALHC,Alignment Healthcare Inc. Common Stock,1500906380,United States,2021,1022434,Health Care,Medical Specialities
ALIM,Alimera Sciences Inc. Common Stock,290232362,United States,2010,109571,Health Care,Biotechnology: Pharmaceutical Preparations
ALIT,Alight Inc. Class A Common Stock,3969736294,United States,2021,2613233,Consumer Discretionary,Business Services
ALK,Alaska Air Group Inc. Common Stock,4843461456,United States,,1392638,Consumer Discretionary,Air Freight/Delivery Services
ALKS,Alkermes plc Ordinary Shares,4123923349,Ireland,1991,1245159,Health Care,Biotechnology: Pharmaceutical Preparations
ALKT,Alkami Technology Inc. Common Stock,2967396148,United States,2021,370107,Technology,Computer Software: Prepackaged Software
ALL,Allstate Corporation (The) Common Stock,42105052067,United States,,1278737,Finance,Property-Casualty Insurers
ALL^B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,,United States,,16857,,
ALL^H,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series H,,United States,,54804,,
ALL^I,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series I,,United States,,24995,,
ALL^J,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series J,,United States,,37010,,
ALLE,Allegion plc Ordinary Shares,10059177668,United States,2013,442681,Consumer Discretionary,Diversified Commercial Services
ALLG,Allego N.V. Ordinary Share,458008235,Netherlands,2022,67314,Consumer Discretionary,Automotive Aftermarket
ALLK,Allakos Inc. Common Stock,67878194,United States,2018,454359,Health Care,Biotechnology: Pharmaceutical Preparations
ALLO,Allogene Therapeutics Inc. Common Stock,382711569,United States,2018,2062257,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALLR,Allarity Therapeutics Inc. Common Stock,3692133,United States,,1622745,Health Care,Biotechnology: Pharmaceutical Preparations
ALLT,Allot Ltd. Ordinary Shares,97477425,Israel,2006,53613,Telecommunications,Computer Communications Equipment
ALLY,Ally Financial Inc. Common Stock,12311239491,United States,2014,2289575,Finance,Major Banks
ALMS,Alumis Inc. Common Stock,692895295,United States,2024,116261,Health Care,Biotechnology: Pharmaceutical Preparations
ALNT,Allient Inc. Common Stock,404628847,United States,,58655,Industrials,Electrical Products
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,32269317486,United States,2004,936630,Health Care,Biotechnology: Pharmaceutical Preparations
ALOT,AstroNova Inc. Common Stock,105941252,United States,1983,16161,Technology,Computer peripheral equipment
ALPP,Alpine 4 Holdings Inc. Class A Common Stock,10822203,United States,,32611,Telecommunications,Telecommunications Equipment
ALRM,Alarm.com Holdings Inc. Common Stock,3230145762,United States,2015,228305,Technology,Computer Software: Prepackaged Software
ALRN,Aileron Therapeutics Inc. Common Stock,67143581,United States,2017,123848,Health Care,Biotechnology: Pharmaceutical Preparations
ALRS,Alerus Financial Corporation Common Stock,370616970,United States,2019,25079,Finance,Major Banks
ALSA,Alpha Star Acquisition Corporation Ordinary Shares,0,United States,2022,3059,Finance,Blank Checks
ALSN,Allison Transmission Holdings Inc. Common Stock,6573109544,United States,2012,363065,Consumer Discretionary,Auto Parts:O.E.M.
ALT,Altimmune Inc. Common Stock,488516096,United States,,2977914,Health Care,Biotechnology: Pharmaceutical Preparations
ALTG,Alta Equipment Group Inc. Class A Common Stock,270812134,United States,2019,146433,Industrials,Industrial Machinery/Components
ALTG^A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),,United States,,1263,,
ALTI,AlTi Global Inc. Class A Common Stock,554435292,United States,2021,152876,Finance,Investment Managers
ALTM,Arcadium Lithium plc Ordinary Shares,3644899677,United States,2024,6842972,Industrials,Major Chemicals
ALTO,Alto Ingredients Inc. Common Stock,111113071,United States,,186033,Industrials,Major Chemicals
ALTR,Altair Engineering Inc. Class A Common Stock,8118122722,United States,2017,294888,Technology,Computer Software: Prepackaged Software
ALUR,Allurion Technologies Inc. Common Stock,53701706,United States,,279813,Health Care,Medical/Dental Instruments
ALV,Autoliv Inc. Common Stock,8786827580,Sweden,,1153205,Consumer Discretionary,Auto Parts:O.E.M.
ALVO,Alvotech Ordinary Shares,3241885405,Luxembourg,,53132,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALVOW,Alvotech Warrant,795129095,Luxembourg,,31,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALVR,AlloVir Inc. Common Stock,83147404,United States,2020,624398,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALX,Alexander's Inc. Common Stock,1147812355,United States,,16349,Real Estate,Real Estate Investment Trusts
ALXO,ALX Oncology Holdings Inc. Common Stock,293844603,United States,2020,862523,Health Care,Biotechnology: Pharmaceutical Preparations
ALZN,Alzamend Neuro Inc. Common Stock,3157376,United States,2021,148825,Health Care,Biotechnology: Pharmaceutical Preparations
AM,Antero Midstream Corporation Common Stock,7035743420,United States,2017,3148482,Utilities,Natural Gas Distribution
AMAL,Amalgamated Financial Corp. Common Stock (DE),797287899,United States,2018,82735,Finance,Major Banks
AMAT,Applied Materials Inc. Common Stock,2.03922E+11,United States,1972,3780224,Technology,Semiconductors
AMBA,Ambarella Inc. Ordinary Shares,2509115475,United States,2012,880499,Technology,Semiconductors
AMBC,Ambac Financial Group Inc. Common Stock,547222161,United States,,408742,Finance,Property-Casualty Insurers
AMBI,Ambipar Emergency Response Class A Ordinary Shares,202318956,,,287,Industrials,Environmental Services
AMBO,Ambow Education Holding Ltd. American Depository Shares (each representing twenty (20) Class A Ordinary Shares),3427651,China,,240,Real Estate,Other Consumer Services
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,2055709600,,,2011202,Industrials,Containers/Packaging
AMC,AMC Entertainment Holdings Inc. Class A Common Stock,1616864976,United States,2013,34629850,Consumer Discretionary,Movies/Entertainment
AMCR,Amcor plc Ordinary Shares,13918655132,,2019,9190483,Consumer Discretionary,Miscellaneous manufacturing industries
AMCX,AMC Networks Inc. Class A Common Stock,413125873,United States,,524780,Telecommunications,Cable & Other Pay Television Services
AMD,Advanced Micro Devices Inc. Common Stock,2.88819E+11,United States,,60027536,Technology,Semiconductors
AME,AMETEK Inc.,38076746075,United States,,1903690,Industrials,Industrial Machinery/Components
AMED,Amedisys Inc Common Stock,3176519408,United States,,745681,Health Care,Medical/Nursing Services
AMG,Affiliated Managers Group Inc. Common Stock,4934211012,United States,,224646,Finance,Investment Managers
AMGN,Amgen Inc. Common Stock,1.67078E+11,United States,1983,1167180,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,13700444520,United States,2013,1334558,Real Estate,Real Estate Investment Trusts
AMH^G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,,United States,,3073,,
AMH^H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,,United States,,3763,,
AMIX,Autonomix Medical Inc. Common Stock,10025563,United States,2024,965750,Health Care,Medical/Dental Instruments
AMK,AssetMark Financial Holdings Inc. Common Stock,2556396576,United States,2019,337801,Finance,Investment Managers
AMKR,Amkor Technology Inc. Common Stock,10031437728,United States,1998,1165345,Technology,Semiconductors
AMLI,American Lithium Corp. Common Stock,116503113,Canada,,171834,Basic Materials,Metal Mining
AMLX,Amylyx Pharmaceuticals Inc. Common Stock,112209486,United States,2022,2047047,Health Care,Biotechnology: Pharmaceutical Preparations
AMN,AMN Healthcare Services Inc,1865660900,United States,,615237,Consumer Discretionary,Professional Services
AMP,Ameriprise Financial Inc. Common Stock,42417701616,United States,,476747,Finance,Investment Managers
AMPG,Amplitech Group Inc. Common Stock,10202969,United States,,18065,Telecommunications,Telecommunications Equipment
AMPGW,Amplitech Group Inc. Warrants,442129,United States,,67,Telecommunications,Telecommunications Equipment
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,1827466432,United States,2014,376252,Health Care,Biotechnology: Pharmaceutical Preparations
AMPL,Amplitude Inc. Class A Common Stock,1047831964,United States,,320454,Technology,Computer Software: Prepackaged Software
AMPS,Altus Power Inc. Class A Common Stock,660361636,United States,2021,421213,Utilities,Electric Utilities: Central
AMPX,Amprius Technologies Inc. Common Stock,121869725,United States,2022,273726,Miscellaneous,Industrial Machinery/Components
AMPY,Amplify Energy Corp. Common Stock,273323007,United States,2016,291351,Energy,Oil & Gas Production
AMR,Alpha Metallurgical Resources Inc. Common Stock,3953412927,United States,2018,100763,Energy,Coal Mining
AMRC,Ameresco Inc. Class A Common Stock,1378075391,United States,2010,524214,Consumer Discretionary,Engineering & Construction
AMRK,A-Mark Precious Metals Inc. Common Stock,763770995,United States,,221295,Industrials,Other Specialty Stores
AMRN,Amarin Corporation plc,303878460,Ireland,,1886800,Health Care,Biotechnology: Pharmaceutical Preparations
AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,2105002364,United States,,1118305,Health Care,Biotechnology: Pharmaceutical Preparations
AMS,American Shared Hospital Services Common Stock,20129400,United States,1988,9261,Health Care,Medical Specialities
AMSC,American Superconductor Corporation Common Stock,1038066147,United States,1991,2374622,Consumer Discretionary,Metal Fabrications
AMSF,AMERISAFE Inc. Common Stock,825101545,United States,2005,78080,Finance,Property-Casualty Insurers
AMST,Amesite Inc. Common Stock,7169681,United States,2020,4034,Technology,Computer Software: Prepackaged Software
AMSWA,American Software Inc. Class A Common Stock,304850278,United States,,354806,Technology,Computer Software: Prepackaged Software
AMT,American Tower Corporation (REIT) Common Stock,91606489477,United States,,1508832,Real Estate,Real Estate Investment Trusts
AMTB,Amerant Bancorp Inc. Class A Common Stock,749165831,United States,,67989,Finance,Major Banks
AMTD,AMTD IDEA Group American Depositary Shares each representing six (6) Class A Ordinary Shares,129392854,,,8773,Finance,Finance: Consumer Services
